SEGMENTID,ONSTREETNAME 1,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
68483,MAIN AV       ,8 STREET,VERNON BOULEVARD,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
273579,PARK ROW       ,BEND,BEND,M,2018-05-11 00:00:00,2018-05-21 23:58:59,PLACE CRANE OR SHOVEL ON STREET
273580,PARK ROW       ,BEND,BEND,M,2018-05-11 00:00:00,2018-05-21 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
273580,PARK ROW       ,BEND,BEND,M,2018-05-11 00:00:00,2018-05-21 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
273580,PARK ROW       ,BEND,BEND,M,2018-05-11 00:00:00,2018-05-21 23:58:59,PLACE CRANE OR SHOVEL ON STREET
178965,146 ST       ,79 AVENUE,UNION TURNPIKE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
178965,146 ST       ,79 AVENUE,UNION TURNPIKE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE PAVING
178968,149 ST       ,79 AVENUE,UNION TURNPIKE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
88980,CARPENTER AV       ,EAST  225 STREET,EAST  226 STREET,X,2018-03-14 11:38:00,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
88981,CARPENTER AV       ,EAST  226 STREET,EAST  227 STREET,X,2018-03-14 11:38:02,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
140005,13 ST       ,43 AVENUE,QNSBO BR UP ROADWAY APPROACH,Q,2018-10-15 11:02:16,2018-11-15 23:59:59,DOT IN-HOUSE PAVING
88988,CARPENTER AV       ,EAST  228 STREET,EAST  229 STREET,X,2018-03-14 11:38:02,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
240618,BATTERY PARK VIADUCT      ,JOE DIMAGGIO HIGHWAY,BKLYN BATTERY TUNNEL,M,2018-08-01 17:16:12,2018-10-30 23:58:59,NYCDOT-BRIDGES RECONSTRUCTION
89004,CARPENTER AV       ,EAST  229 STREET,EAST  230 STREET,X,2018-03-14 11:38:22,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
74222,51 AV       ,69 PLACE,69 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
74230,51 AV       ,69 PLACE,70 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
74239,51 AV       ,70 STREET,71 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
89005,CARPENTER AV       ,EAST  230 STREET,EAST  231 STREET,X,2018-03-14 11:38:23,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89471,GRACE AV       ,BUSSING AVENUE,EDENWALD AVENUE,X,2018-03-14 11:37:06,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89480,ELY AV       ,NEREID AVENUE,PITMAN AVENUE,X,2018-03-14 11:37:06,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89481,ELY AV       ,BUSSING AVENUE,PITMAN AVENUE,X,2018-03-14 11:37:05,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89485,GRACE AV       ,BUSSING AVENUE,PITMAN AVENUE,X,2018-03-14 11:37:07,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89563,ELY AV       ,EAST  233 STREET,EDENWALD AVENUE,X,2018-03-14 11:37:05,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89567,GRACE AV       ,EDENWALD AVENUE,STRANG AVENUE,X,2018-03-14 11:44:37,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
89568,STRANG AV       ,EDSON AVENUE,GRACE AVENUE,X,2018-03-14 11:37:25,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89569,GRACE AV       ,EAST  233 STREET,STRANG AVENUE,X,2018-03-14 11:37:07,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
89571,STRANG AV       ,BAYCHESTER AVENUE,EDSON AVENUE,X,2018-03-14 11:37:25,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
160700,LILY POND AV,MC CLEAN AVENUE,WATERFORD COURT,S,2018-06-28 09:23:20,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
160700,LILY POND AV,MC CLEAN AVENUE,WATERFORD COURT,S,2018-06-28 09:23:20,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
160704,LILY POND AV,STATEN ISLAND EXPWY WB ET   15 S,VERRAZANO BRIDGE APPROACH,S,2018-06-28 09:23:09,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
72733,10 AV       ,WEST  206 STREET,WEST  207 STREET,M,2018-08-03 00:00:00,2018-08-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
72733,10 AV       ,WEST  206 STREET,WEST  207 STREET,M,2018-08-03 00:00:00,2018-08-20 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
72747,10 AV       ,POST AVENUE,WEST  207 STREET,M,2018-08-03 00:00:00,2018-08-20 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
72751,ISHAM ST       ,10 AVENUE,SHERMAN AVENUE,M,2018-08-03 00:00:00,2018-08-20 23:58:59,PLACE CRANE OR SHOVEL ON STREET
72751,ISHAM ST       ,10 AVENUE,SHERMAN AVENUE,M,2018-08-03 00:00:00,2018-08-20 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
72751,ISHAM ST       ,10 AVENUE,SHERMAN AVENUE,M,2018-08-03 00:00:00,2018-08-20 23:58:59,PLACE MATERIAL ON STREET
72751,ISHAM ST       ,10 AVENUE,SHERMAN AVENUE,M,2018-08-03 00:00:00,2018-08-20 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
72871,W 206 ST,9 AVENUE,10 AVENUE,M,2018-08-03 00:00:00,2018-08-20 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
72871,W 206 ST,9 AVENUE,10 AVENUE,M,2018-08-03 00:00:00,2018-08-20 23:58:59,PLACE MATERIAL ON STREET
72871,W 206 ST,9 AVENUE,10 AVENUE,M,2018-08-03 00:00:00,2018-08-20 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
31097,HOPE ST       ,BQE EASTBOUND EXIT   32,KEAP STREET,B,2018-06-30 00:00:00,2018-09-28 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
14706,RAILROAD AV       ,CEDAR AVENUE,MC CLEAN AVENUE,S,2018-11-13 00:00:00,2018-11-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
14706,RAILROAD AV       ,CEDAR AVENUE,MC CLEAN AVENUE,S,2018-11-13 00:00:00,2018-11-17 23:58:59,PLACE CRANE OR SHOVEL ON STREET
254593,46 AV       ,21 STREET,BEND,Q,2018-10-12 12:19:23,2018-11-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31169,STOCKTON ST       ,MARCY AVENUE,TOMPKINS AVENUE,B,2018-08-23 00:00:00,2018-10-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31221,LORIMER ST       ,BROADWAY,THROOP AVENUE,B,2018-09-14 00:00:00,2018-10-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31221,LORIMER ST       ,BROADWAY,THROOP AVENUE,B,2018-09-14 00:00:00,2018-10-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
31348,GERRY ST       ,NYCTA SUBWAY,THROOP AVENUE,B,2018-09-14 00:00:00,2018-10-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
31154,DEVOE ST       ,LORIMER STREET,UNION AVENUE,B,2018-07-11 00:00:00,2018-07-16 23:59:59,DOT IN-HOUSE PAVING
31901,BROOME ST       ,VARICK STREET,HOLLAND TUNNEL ENTRANCE,M,2018-06-30 00:00:00,2018-09-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31901,BROOME ST       ,VARICK STREET,HOLLAND TUNNEL ENTRANCE,M,2018-06-30 00:00:00,2018-09-28 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
31221,LORIMER ST       ,BROADWAY,THROOP AVENUE,B,2018-09-14 00:00:00,2018-10-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
111477,INNIS ST       ,EATON PLACE,JOHN STREET,S,2018-05-05 00:00:00,2018-05-06 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
111477,INNIS ST       ,EATON PLACE,JOHN STREET,S,2018-05-05 00:00:00,2018-05-06 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162604,POPLAR ST       ,HICKS STREET,WILLOW STREET,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
162624,MIDDAGH ST       ,FULTON STREET,HENRY STREET,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
162625,MIDDAGH ST       ,FULTON STREET,HENRY STREET,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
47362,VAN SINDEREN AV,NEW LOTS AVENUE,NEWPORT STREET,B,2018-08-03 00:00:00,2018-09-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
47362,VAN SINDEREN AV,NEW LOTS AVENUE,NEWPORT STREET,B,2018-08-03 00:00:00,2018-09-05 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
291082,SEAVIEW AV       ,OLYMPIA BOULEVARD,PATTERSON AVENUE,S,2018-07-27 00:00:00,2018-07-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
291092,SEAVIEW AV       ,PATTERSON AVENUE,QUINCY AVENUE,S,2018-07-27 00:00:00,2018-07-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
291093,SEAVIEW AV       ,PATTERSON AVENUE,QUINCY AVENUE,S,2018-07-27 00:00:00,2018-07-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
269857,W 52 ST,6 1/2 AVENUE,AVENUE OF THE AMERICAS,M,2018-05-07 00:00:00,2018-08-05 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
269867,W 54 ST  ,6 1/2 AVENUE,AVENUE OF THE AMERICAS,M,2018-05-07 00:00:00,2018-08-05 23:58:59,CONTRACT ROADWAY MILLING
269870,W 54 ST  ,6 1/2 AVENUE,7 AVENUE,M,2018-05-07 00:00:00,2018-08-05 23:58:59,CONTRACT ROADWAY MILLING
26454,AV S       ,EAST   26 STREET,EAST   27 STREET,B,2018-08-02 00:00:00,2018-08-10 23:59:59,DOT IN-HOUSE MILLING
16265,SCRIBNER AV       ,BISMARK AVENUE,WESTERVELT AVENUE,S,2018-06-11 00:00:00,2018-09-09 23:58:59,CONTRACT ROADWAY MILLING
53077,107 ST       ,85 AVENUE,PARK LANE SOUTH,Q,2018-05-07 09:26:47,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
53079,107 ST       ,85 AVENUE,86 AVENUE,Q,2018-05-07 09:26:49,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
53079,107 ST       ,85 AVENUE,86 AVENUE,Q,2018-05-07 09:26:49,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
60424,171 ST       ,88 AVENUE,HILLSIDE AVENUE,Q,2018-11-19 00:00:00,2018-12-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
162957,FLEET ST       ,DEAD END,FLATBUSH AVENUE EXTENSION,B,2018-04-03 10:49:01,2018-07-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162958,FLEET ST       ,DEAD END,FLATBUSH AVENUE EXTENSION,B,2018-04-03 10:49:01,2018-07-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
162958,FLEET ST       ,DEAD END,FLATBUSH AVENUE EXTENSION,B,2018-04-03 10:49:02,2018-07-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
32022,LITTLE WEST STREET   ,9 AVENUE,WASHINGTON STREET,M,2018-06-30 00:00:00,2018-09-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32022,LITTLE WEST STREET   ,9 AVENUE,WASHINGTON STREET,M,2018-06-30 00:00:00,2018-09-28 23:58:59,PLACE MATERIAL ON STREET
162841,LAWRENCE ST       ,METROTECH ROADWAY,MYRTLE AVENUE,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
162911,GOLD ST       ,BQE EASTBOUND ENTRANCE SANDS ST,CONCORD STREET,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
16265,SCRIBNER AV       ,BISMARK AVENUE,WESTERVELT AVENUE,S,2018-07-05 09:21:31,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
192296,E 66 ST,3 AVENUE,BEND,M,2018-06-18 10:32:08,2018-06-29 23:59:59,DOT IN-HOUSE PAVING
192297,E 66 ST,3 AVENUE,BEND,M,2018-06-18 10:32:08,2018-06-29 23:59:59,DOT IN-HOUSE PAVING
192298,E 66 ST,3 AVENUE,BEND,M,2018-06-18 10:32:08,2018-06-29 23:59:59,DOT IN-HOUSE PAVING
113273,51 AV       ,72 PLACE,72 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
192298,E 66 ST,2 AVENUE,BEND,M,2018-06-18 10:32:09,2018-06-29 23:59:59,DOT IN-HOUSE PAVING
74747,51 AV       ,GORSLINE STREET,MANILLA STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
31919,CHARLTON ST       ,HUDSON STREET,VARICK STREET,M,2018-07-10 13:36:14,2018-07-16 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
31919,CHARLTON ST       ,HUDSON STREET,VARICK STREET,M,2018-07-13 00:00:00,2018-07-16 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
16272,CORSON AV       ,FREMONT STREET,WESTERVELT AVENUE,S,2018-06-11 00:00:00,2018-09-09 23:58:59,CONTRACT ROADWAY MILLING
32026,W 13 ST,9 AVENUE,WASHINGTON STREET,M,2018-06-30 00:00:00,2018-09-28 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
163880,VANDERBILT AV       ,BROOKLYN QNS EXPRESSWAY,PARK AVENUE,B,2018-06-26 00:00:00,2018-06-29 23:59:59,DOT IN-HOUSE MILLING
163881,VANDERBILT AV       ,BROOKLYN QNS EXPRESSWAY,PARK AVENUE,B,2018-06-26 00:00:00,2018-06-29 23:59:59,DOT IN-HOUSE MILLING
276246,HUDSON BLVD       ,WEST   34 STREET,WEST   33 STREET,M,2018-08-29 16:38:19,2018-11-27 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
276246,HUDSON BLVD       ,WEST   34 STREET,WEST   33 STREET,M,2018-08-29 16:38:23,2018-11-27 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
164343,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-06-11 16:53:34,2018-06-30 23:58:59,INSTALL FENCE
57733,BEACH 57 ST,ARVERNE BOULEVARD,BEACH CHANNEL DRIVE,Q,2018-06-11 06:12:51,2018-09-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32485,HESTER ST       ,BOWERY,CHRYSTIE STREET,M,2018-07-01 00:00:00,2018-09-28 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
161812,32 ST       ,3 AVENUE,4 AVENUE,B,2018-11-14 00:00:00,2018-11-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
161812,32 ST       ,3 AVENUE,4 AVENUE,B,2018-11-14 00:00:00,2018-11-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
161812,32 ST       ,3 AVENUE,4 AVENUE,B,2018-11-14 00:00:00,2018-11-16 23:58:59,PLACE CRANE OR SHOVEL ON STREET
161813,32 ST       ,3 AVENUE,4 AVENUE,B,2018-11-14 00:00:00,2018-11-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
161813,32 ST       ,3 AVENUE,4 AVENUE,B,2018-11-14 00:00:00,2018-11-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
273277,VANDALIA AV       ,ERSKINE STREET,FOUNTAIN AVENUE,B,2018-11-21 00:00:00,2019-01-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
24145,PIKE ST       ,ALLEN STREET,EAST BROADWAY,M,2018-09-26 13:17:14,2018-12-24 23:58:59,PLACE CRANE OR SHOVEL ON STREET
45402,MYRTLE AV       ,ST NICHOLAS AVENUE,WOODBINE STREET,Q,2018-11-21 11:34:39,2018-12-24 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
161815,32 ST       ,3 AVENUE,4 AVENUE,B,2018-11-14 00:00:00,2018-11-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
216826,DELAFIELD AV       ,BARD AVENUE,HOYT AVENUE,S,2018-03-26 00:00:00,2018-06-24 23:58:59,CONTRACT ROADWAY MILLING
216827,DELAFIELD AV       ,BARD AVENUE,HOYT AVENUE,S,2018-03-26 00:00:00,2018-06-24 23:58:59,CONTRACT ROADWAY MILLING
9004118,CASTLE HILL AV,LACOMBE AVENUE,RANDALL AVENUE,X,2018-05-31 14:49:25,2018-08-28 23:59:59,DOT IN-HOUSE PAVING
161815,32 ST       ,3 AVENUE,4 AVENUE,B,2018-11-14 00:00:00,2018-11-16 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
16371,FORT PL       ,BELMONT PLACE,MONROE AVENUE,S,2018-07-11 12:11:31,2018-08-13 23:59:59,DOT IN-HOUSE PAVING
16371,FORT PL       ,BELMONT PLACE,MONROE AVENUE,S,2018-06-25 08:20:15,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
86670,TOMLINSON AV       ,MORRIS PARK AVENUE,VAN NEST AVENUE,X,2018-03-14 11:37:27,2018-06-12 23:58:59,CONTRACT ROADWAY MILLING
9005554,NOSTRAND AV       ,AVENUE V,AVENUE W,B,2018-07-30 00:00:00,2018-08-06 23:59:59,DOT IN-HOUSE PAVING
33295,E 25 ST    ,1 AVENUE,2 AVENUE,M,2018-07-07 00:00:00,2018-07-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
20167,63 ST       ,17 AVENUE,18 AVENUE,B,2018-06-18 00:00:00,2018-06-22 23:59:59,DOT IN-HOUSE PAVING
20266,63 ST       ,19 AVENUE,20 AVENUE,B,2018-06-18 00:00:00,2018-06-22 23:59:59,DOT IN-HOUSE PAVING
20490,63 ST       ,23 AVENUE,BAY PARKWAY,B,2018-06-18 00:00:00,2018-06-22 23:59:59,DOT IN-HOUSE PAVING
217549,E 70 ST,2 AVENUE,3 AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
31233,BROADWAY        ,BOERUM STREET,HEYWARD STREET,B,2018-07-06 00:00:00,2018-07-09 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
31233,BROADWAY        ,BOERUM STREET,HEYWARD STREET,B,2018-07-06 00:00:00,2018-07-09 23:58:59,PLACE MATERIAL ON STREET
31233,BROADWAY        ,BOERUM STREET,HEYWARD STREET,B,2018-07-06 00:00:00,2018-07-09 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
31235,BROADWAY        ,BOERUM STREET,LYNCH STREET,B,2018-07-06 00:00:00,2018-07-09 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31235,BROADWAY        ,BOERUM STREET,LYNCH STREET,B,2018-07-06 00:00:00,2018-07-09 23:58:59,PLACE CRANE OR SHOVEL ON STREET
27300,AV J       ,EAST   19 STREET,OCEAN AVENUE,B,2018-07-26 00:00:00,2018-07-31 23:59:59,DOT IN-HOUSE MILLING
27302,AV J       ,EAST   21 STREET,OCEAN AVENUE,B,2018-07-26 00:00:00,2018-07-31 23:59:59,DOT IN-HOUSE MILLING
3609,WAINWRIGHT AV       ,PETRUS AVENUE,SERRELL AVENUE,S,2018-05-24 00:00:00,2018-06-25 23:59:59,DOT IN-HOUSE PAVING
3611,WAINWRIGHT AV       ,RYE AVENUE,WILSON AVENUE,S,2018-05-24 00:00:00,2018-06-25 23:59:59,DOT IN-HOUSE PAVING
89116,RICHARDSON AV       ,EAST  236 STREET,EAST  237 STREET,X,2018-11-09 07:19:02,2019-02-06 23:59:59,DOT IN-HOUSE PAVING
286083,WASHINGTON AV       ,ATLANTIC AVENUE,PACIFIC STREET,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
286087,WASHINGTON AV       ,ATLANTIC AVENUE,PACIFIC STREET,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
38310,MANHATTAN AV       ,WEST  108 STREET,WEST  109 STREET,M,2018-06-30 00:00:00,2018-07-08 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
286099,WASHINGTON AV       ,ATLANTIC AVENUE,PACIFIC STREET,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
38310,MANHATTAN AV       ,WEST  108 STREET,WEST  109 STREET,M,2018-06-30 00:00:00,2018-07-08 23:58:59,PLACE CRANE OR SHOVEL ON STREET
27675,DITMAS AV       ,40 STREET,MC DONALD AVENUE,B,2018-10-29 00:00:00,2018-12-31 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
27680,MC DONALD AV   ,AVENUE F,DITMAS AVENUE,B,2018-10-29 00:00:00,2018-12-31 23:58:59,PLACE MATERIAL ON STREET
29771,PACIFIC ST       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-12-06 13:06:06,2019-01-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
29771,PACIFIC ST       ,NEW YORK AVENUE,NOSTRAND AVENUE,B,2018-12-06 13:06:07,2019-01-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164342,SUFFOLK ST       ,BROOME STREET,DELANCEY STREET,M,2018-10-28 00:00:00,2018-11-30 23:58:59,CROSSING SIDEWALK
25546,BANNER AV       ,BRIGHTON    6 STREET,BRIGHTON    7 STREET,B,2018-11-28 00:00:00,2018-11-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
257193,RICHMOND TER       ,BAYONNE BRIDGE,BAYONNE BRIDGE,S,2018-10-25 00:00:00,2018-11-25 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
89126,E 237 ST     ,CARPENTER AVENUE,MATILDA AVENUE,X,2018-11-26 14:13:21,2019-02-21 23:59:59,DOT IN-HOUSE PAVING
31658,GREENWICH ST       ,CHARLTON STREET,VANDAM STREET,M,2018-09-11 11:03:52,2018-09-17 23:58:59,PLACE CRANE OR SHOVEL ON STREET
31658,GREENWICH ST       ,CHARLTON STREET,VANDAM STREET,M,2018-09-11 11:03:53,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31658,GREENWICH ST       ,CHARLTON STREET,VANDAM STREET,M,2018-09-11 11:03:53,2018-09-17 23:58:59,PLACE CRANE OR SHOVEL ON STREET
31658,GREENWICH ST       ,CHARLTON STREET,VANDAM STREET,M,2018-09-11 11:03:54,2018-09-17 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
31660,GREENWICH ST       ,CHARLTON STREET,KING STREET,M,2018-09-11 11:03:54,2018-09-17 23:58:59,PLACE CRANE OR SHOVEL ON STREET
31660,GREENWICH ST       ,CHARLTON STREET,KING STREET,M,2018-09-11 11:03:55,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31660,GREENWICH ST       ,CHARLTON STREET,KING STREET,M,2018-09-11 11:03:55,2018-09-17 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
57627,BEACH 64 ST,BEACH CHANNEL DRIVE,THURSBY AVENUE,Q,2018-07-16 00:00:00,2018-07-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
57627,BEACH 64 ST,BEACH CHANNEL DRIVE,THURSBY AVENUE,Q,2018-07-16 00:00:00,2018-07-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
27710,E 3 ST   ,BEVERLY ROAD,CHURCH AVENUE,B,2018-08-03 00:00:00,2018-08-10 23:59:59,DOT IN-HOUSE PAVING
27718,E 3 ST   ,ALBEMARLE ROAD,CHURCH AVENUE,B,2018-08-03 00:00:00,2018-08-10 23:59:59,DOT IN-HOUSE PAVING
166344,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-08-08 09:53:14,2018-09-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
166344,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-08-08 09:53:15,2018-09-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
166345,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-08-08 09:53:11,2018-09-01 23:58:59,CROSSING SIDEWALK
166345,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-08-08 09:53:11,2018-09-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9017108,QUEENS PLZ N ,28 STREET,BEND,Q,2018-08-03 00:00:00,2018-08-07 23:58:59,PLACE MATERIAL ON STREET
166345,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-08-08 09:53:11,2018-09-01 23:58:59,PLACE MATERIAL ON STREET
76233,35 AV       ,81 STREET,82 STREET,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
76255,32 AV       ,82 STREET,83 STREET,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
164900,W 75 ST,BROADWAY,WEST END AVENUE,M,2018-08-11 00:00:00,2018-08-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
31913,CHARLTON ST       ,GREENWICH STREET,HUDSON STREET,M,2018-09-11 11:07:19,2018-09-17 23:58:59,PLACE CRANE OR SHOVEL ON STREET
31913,CHARLTON ST       ,GREENWICH STREET,HUDSON STREET,M,2018-09-11 11:07:20,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
5930,HYLAN BLVD       ,OCEANIC AVENUE,RICHMOND AVENUE,S,2018-03-29 09:31:54,2018-05-14 23:59:59,DOT IN-HOUSE MILLING
5930,HYLAN BLVD       ,OCEANIC AVENUE,RICHMOND AVENUE,S,2018-03-29 09:31:54,2018-05-14 23:59:59,DOT IN-HOUSE PAVING
5938,HYLAN BLVD       ,THORNYCROFT AVENUE,WINCHESTER AVENUE,S,2018-03-29 09:31:49,2018-05-14 23:59:59,DOT IN-HOUSE MILLING
5938,HYLAN BLVD       ,THORNYCROFT AVENUE,WINCHESTER AVENUE,S,2018-03-29 09:31:49,2018-05-14 23:59:59,DOT IN-HOUSE PAVING
89580,EDENWALD AV       ,BAYCHESTER AVENUE,DE REIMER AVENUE,X,2018-03-11 00:00:00,2018-06-02 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
37549,E 78 ST    ,2 AVENUE,3 AVENUE,M,2018-08-11 00:00:00,2018-08-13 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
3739,ELTINGVILLE BLVD       ,CORYN COURT,RICHMOND AVENUE,S,2018-08-08 14:26:40,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
